,oficialista,opositor
anotaba,1,1
anotaciones,1,0
anotalo,5,0
anotar,1,0
anotaran,1,0
anoticiado,0,1
anotó,1,0
ansermet,0,1
anses,3,7
ansiado,2,0
ansias,1,0
ansiedad,4,0
ansiosa,2,0
ansioso,2,0
ansses,0,1
antagonismo,2,0
antagonismos,2,0
antagonista,2,0
antagonistas,1,0
antagónico,1,0
antagónicos,1,0
antecede,1,1
antecedente,0,3
antecedentes,7,14
antecesor,1,0
antemano,2,1
antena,1,1
anteojitos,1,0
anteojos,9,0
anteponer,1,0
anteproyecto,0,1
antepuesto,0,1
anterior,15,6
anteriores,7,3
anterioridad,0,1
anteriormente,0,3
antesala,2,0
antesalas,1,0
anti,15,1
antiacadémico,1,0
antiargentino,1,0
antibrillo,1,0
antibuitres,1,0
anticipa,1,1
anticipaba,1,0
anticipaban,1,0
anticipación,0,1
anticipada,0,3
anticipado,1,3
anticipan,0,1
anticipatorios,1,0
anticipe,0,1
anticipo,0,1
anticipándote,1,0
anticipó,0,1
anticomunistas,1,0
anticonceptivos,1,0
anticorrupción,0,1
anticuerpos,1,0
anticumbre,1,0
anticíclico,1,0
antidemocrática,1,0
antidemocrático,1,0
antidemocráticos,1,1
antidictatorial,1,0
antigobierno,1,0
antigua,4,1
antiguas,1,1
antiguo,5,5
antiguos,5,0
antihumanos,1,0
antiinflacionario,0,2
antiinflamatorio,0,1
antikirchnerista,3,0
antikirchneristas,2,0
antilavado,0,1
antilegendario,1,0
antimito,1,0
antimonopólica,1,0
antineoliberal,1,0
antipatronal,1,0
antiperonismo,3,1
antiperonista,7,0
antiperonistas,1,0
antipolítica,7,0
antipolítico,1,0
antipopular,2,1
antipueblo,1,0
antipática,0,1
antirrepublicano,1,0
antisemitas,0,2
antisubversivo,1,0
antitabaco,3,0
antiterrorista,2,0
antivirus,0,3
antoje,1,0
antológica,1,0
antonietti,1,0
antonini,0,1
antonio,4,6
antonioni,1,0
antorchas,1,0
antropología,1,0
antropológicas,0,1
antídoto,1,0
antídotos,1,0
antípodas,1,0
antítesis,1,1
anual,2,5
anuales,1,0
anualmente,0,1
anulaba,1,0
anulación,0,1
anulada,0,1
anular,1,1
anularme,1,0
anularon,1,0
anulará,0,2
anuncia,1,3
anunciaba,1,0
anunciaban,2,0
anunciada,0,2
anunciado,1,5
anuncian,1,0
anunciando,2,0
anunciar,0,2
anunciaran,0,1
anunciaron,0,2
anunciarse,1,1
anuncien,0,1
anuncio,4,3
anuncios,1,7
anunció,6,5
análisis,13,16
anécdota,8,3
anécdotas,1,1
aníbal,3,39
anímica,1,0
anímicos,1,0
anómala,1,0
anónimas,0,1
anónimo,2,0
anónimos,3,0
aol,1,0
apabullante,1,0
apacible,1,0
apaciguaba,1,0
apaciguado,1,0
apaciguarán,2,0
apadrinaba,1,0
apaga,1,0
apagaran,2,0
apaguen,1,0
apagó,1,0
apagón,0,1
aparatejo,1,0
aparato,27,8
aparatos,2,0
aparatosos,1,0
aparece,14,21
aparecen,6,8
aparecer,5,8
aparecería,0,1
aparecia,1,0
aparecida,0,1
aparecido,1,2
apareciera,1,0
aparecieron,1,3
apareció,17,5
aparecía,5,2
aparecían,2,0
aparejado,2,0
aparejados,1,0
aparenta,0,1
aparentar,1,0
aparente,0,2
aparentemente,0,5
aparezca,0,1
aparezcan,1,3
apariciones,2,0
aparición,0,8
apariencia,0,1
aparta,1,2
apartado,2,1
apartamiento,1,2
apartamos,0,1
apartar,1,1
apartarse,1,1
aparte,8,2
apasiona,0,1
apasionada,3,1
apasionadamente,1,0
apasionado,3,1
apasionados,2,0
apasionamiento,1,0
apasionante,1,0
apedrear,1,0
apego,2,2
apela,1,1
apelaban,1,0
apelación,1,1
apelando,0,2
apelar,1,3
apelara,0,1
apelarse,1,0
apelativo,2,0
apellidan,1,0
apellido,15,2
apellidos,2,0
apeló,0,2
apenas,44,11
apene,1,0
apertura,3,2
apesta,2,0
apetitoso,1,0
apilando,2,0
apiolado,2,0
apiñaban,1,0
aplaca,0,1
aplacara,1,0
aplanada,1,0
aplastadora,1,0
aplastando,1,0
aplastante,1,0
aplastar,1,0
aplastarían,0,1
aplauda,1,0
aplaude,2,0
aplauden,0,1
aplaudida,1,0
aplaudiendo,1,0
aplaudieron,1,1
aplaudir,0,1
aplaudirla,0,1
aplauso,8,0
aplausos,3,2
aplazados,0,1
aplica,3,2
aplicaba,1,0
aplicación,2,4
aplicada,1,1
aplican,0,3
aplicando,1,0
aplicar,2,7
aplicara,0,1
aplicarlas,1,0
aplicarse,1,1
aplicaría,2,0
aplicó,1,1
aplique,0,1
apocalíptica,0,1
apocalíptico,1,0
apodado,0,1
apoderado,3,0
apoderan,1,0
apodo,2,0
apogeo,0,1
apologista,0,1
apología,2,2
apolíticas,2,0
aporta,0,5
aportaban,0,2
aportado,0,2
aportados,0,2
aportando,0,1
aportantes,0,2
aportar,2,0
aportará,0,1
aportaría,2,0
aportarían,0,1
aporte,4,7
aporten,0,1
aportes,0,5
aportista,0,1
aporto,2,0
aportó,2,2
apostando,0,1
apostar,1,1
apostaría,0,1
apostó,0,1
apoya,2,3
apoyaba,3,0
apoyaban,1,0
apoyada,1,1
apoyado,5,0
apoyados,1,1
apoyan,2,0
apoyando,3,3
apoyar,7,5
apoyara,1,0
apoyarlo,0,1
apoyaron,5,1
apoye,0,1
apoyo,12,15
apoyos,0,2
apoyé,1,0
apoyó,7,5
apreciaciones,1,2
apreciación,1,1
apreciar,1,1
apreciarse,1,0
aprecien,1,0
aprecio,1,1
aprendas,1,0
aprende,2,1
aprender,5,3
aprendido,3,0
aprendiendo,2,0
aprendieron,0,1
aprendimos,0,2
aprendizaje,0,1
aprendió,0,4
aprendí,0,1
aprendía,2,0
aprendíamos,1,0
aprensión,1,0
apresar,0,1
apresuraron,0,1
apretada,0,1
apretado,1,0
apretados,2,0
apretar,1,1
apretó,1,0
apretón,0,1
apriete,3,1
aprisionarlas,1,0
aprobaciones,1,1
aprobación,1,3
aprobada,1,1
aprobado,2,1
aprobados,0,1
aprobar,0,3
aprobara,1,0
aprobaron,0,1
aprobándose,1,0
aprobó,1,0
apropiación,1,1
apropiada,2,0
apropiadas,1,0
apropiado,1,0
apropiadora,0,1
apropiados,1,0
apropiarse,0,2
apropie,1,0
aprovecha,0,1
aprovechado,0,1
aprovechados,1,0
aprovechamos,1,0
aprovechan,2,0
aprovechando,1,4
aprovechar,1,2
aprovecharlos,1,0
aprovecharon,0,2
aprovecharse,1,1
aprovechó,3,1
aproximación,1,0
aproximada,0,1
aproximadamente,1,4
aprueba,0,3
aptas,1,0
apuesta,1,4
apuestan,1,4
apuestas,0,1
apunta,4,1
apuntado,0,1
apuntalando,1,0
apuntalar,0,1
apuntan,0,1
apuntando,3,0
apuntar,3,0
apuntaron,1,0
apunten,0,1
apuntes,3,0
apuntó,6,4
apura,1,1
apuraba,1,0
apurado,2,0
apuramos,0,1
apuran,1,0
apurar,0,1
apuro,1,5
apuros,1,0
apuñalado,1,0
apócrifa,1,0
apóstoles,1,0
aquejan,0,1
aquel,59,32
aquella,53,17
aquellas,9,2
aquello,10,6
aquellos,21,14
aqui,1,2
aquies,1,0
aquiescencia,1,0
aquél,4,1
aquélla,2,0
aquéllos,0,1
aquí,76,58
ar,1,0
aramburu,4,0
aranguren,0,5
aras,1,0
araña,2,0
arañar,1,0
arba,0,1
arbitraremos,2,0
arbitraria,0,1
arbitrarias,0,1
arbitrariedad,0,2
arbitrario,4,0
arbitrarios,0,1
arbolito,1,0
arbolitos,0,1
arborescente,1,0
arcas,0,1
archivado,0,1
archivados,0,1
archivo,4,4
arcillas,1,0
arco,6,3
arcos,4,0
arder,1,0
ardid,0,2
ardiente,2,0
ardores,1,0
ardua,2,0
arduo,1,1
areas,0,1
arena,3,1
arenero,2,0
arengaba,1,0
arengada,1,0
arengados,1,0
argelia,2,0
argelinas,1,0
argen,1,0
argentina,171,267
argentinas,11,6
argentinidad,7,0
argentinidades,1,0
argentino,46,34
argentinos,30,71
argentum,0,1
argerich,4,2
argumentaba,1,0
argumentaban,2,0
argumentaciones,1,0
argumentación,3,0
argumental,1,0
argumentan,0,1
argumentar,1,2
argumentará,1,0
argumentativa,1,0
argumento,9,8
argumentos,12,6
argumentó,1,1
ari,0,1
arias,1,0
ariel,3,5
ariete,4,0
aristas,0,1
aristóteles,0,1
aritméticas,1,0
arma,1,4
armaba,1,1
armaban,1,0
armada,10,4
armadas,9,3
armado,11,2
armados,1,2
armamento,1,0
armamos,1,0
arman,2,0
armando,0,2
armar,5,4
armaron,2,0
armaría,0,1
armas,7,11
armoniza,1,0
armonizó,4,0
armonía,5,0
armándole,0,1
armé,1,0
armó,6,0
armónico,1,0
arnaldo,0,1
arnold,0,1
aroma,1,0
aros,1,0
arquearlas,1,0
arquitecta,0,1
arquitectura,2,0
arquitectónicas,1,0
arraigo,0,2
arranca,1,0
arrancado,3,0
arrancamos,1,1
arrancan,1,1
arrancar,3,0
arrancaron,1,0
arrancarte,2,0
arrancó,1,1
arranquen,1,0
arranques,1,0
arrasada,0,2
arrasados,1,0
arrasando,1,0
arrastra,1,0
arrastraba,1,0
arrastraban,1,0
arrastrara,1,0
arrastrarlo,0,1
arrastrándose,0,1
arreado,1,0
arrebatan,1,0
arrebujados,1,0
arrebujan,1,0
arrecia,1,0
arreciaron,1,0
arreció,1,0
arregla,2,3
arreglaba,1,1
arreglaban,1,0
arreglada,1,0
arreglado,2,2
arreglamos,1,0
arreglan,0,1
arreglando,0,2
arreglar,2,2
arreglaran,1,0
arreglarlo,0,1
arreglarse,1,2
arreglarían,1,0
arregle,0,1
arreglo,2,8
arreglos,0,2
arregló,0,2
arregui,4,0
arremangaron,1,0
arremetiendo,0,1
arremetió,1,0
arremetí,1,0
arrendada,1,0
arrendador,1,0
arrendar,1,0
arrepentido,1,4
arrepentidos,0,1
arrepentía,1,0
arrepintió,0,1
arresto,0,1
arriba,17,14
arribar,1,0
arribaron,0,1
arribismo,1,0
arribista,0,1
arribo,3,1
arribó,1,0
arriesga,0,1
arriesgada,1,0
arriesgan,1,1
arriesgando,0,1
arriesgar,5,0
arriesgarse,1,0
arrimaba,1,0
arrinconar,1,1
arrodillado,1,0
arrodillados,0,1
arrodillan,0,2
arrodillar,0,1
arrodillo,1,0
arrogancia,1,1
arrogante,1,0
arrogantes,3,0
arroja,2,0
arrojado,2,0
arrojan,2,0
arrojar,2,0
arrojarle,0,1
arrojaría,1,0
arrojen,0,1
arrojándome,1,0
arrojó,0,1
arrollada,0,1
arrollador,1,0
arroyo,2,1
arroyos,1,0
arroz,1,0
arruinados,0,1
arruinarle,1,0
arruinó,1,0
arrumbamiento,1,0
art,1,0
artaza,1,1
arte,15,2
artefacto,2,0
artemio,0,1
arterias,0,1
artero,1,0
artes,2,0
artesanal,4,0
artesanos,1,0
artesanías,1,0
arthur,1,0
articula,1,1
articulaba,1,0
articulación,2,0
articulador,1,1
articulando,2,0
articular,2,1
articularlo,1,0
articularse,1,0
articule,1,0
articulista,1,0
articulo,2,1
artificiales,2,0
artificio,1,0
artillería,1,0
artista,0,3
artistas,2,1
arturo,6,1
artículo,14,5
artículos,1,2
artífice,1,0
artísticas,1,0
artístico,1,0
aruguete,1,0
arzobispo,0,1
as,1,1
asado,2,0
asador,1,0
asados,5,0
asalariados,0,2
asaltan,0,1
asaltantes,0,1
asaltar,3,1
asalto,1,4
asamblea,2,4
asambleas,1,0
asambleísmo,1,0
asambleístas,3,0
ascendencia,0,2
ascendente,1,2
ascendería,0,1
ascenso,3,1
ascensor,7,0
ascensores,3,0
ascensos,0,1
asciende,0,1
ascienden,1,0
asco,13,0
asedio,0,1
asegura,3,10
asegurado,2,3
aseguradoras,1,0
aseguran,1,12
asegurando,1,0
asegurar,3,3
asegurarles,0,1
aseguraron,0,1
asegurarse,1,2
asegure,0,1
aseguro,2,0
aseguró,15,6
asegúrense,0,1
asentamientos,1,0
ases,0,1
asesina,3,1
asesinada,1,0
asesinado,0,1
asesinados,3,2
asesinar,2,4
asesinaron,0,1
asesinato,4,7
asesinatos,3,0
asesino,0,1
asesinos,3,3
asesinó,0,1
asesor,15,5
asesora,2,1
asesorada,1,0
asesorados,1,0
asesoramiento,1,0
asesores,10,3
asesoré,1,0
asesoría,0,1
asesoró,1,1
asestaban,1,0
asestó,0,1
aseveró,6,1
asexuada,1,0
asfaltamos,1,0
asfaltando,1,0
asi,5,3
asienta,1,2
asiente,4,2
asiento,2,0
asientos,3,0
asigna,2,1
asignaciones,0,1
asignación,15,2
asignadas,1,0
asignado,0,1
asignarle,1,0
asignaron,1,0
asignaturas,0,1
asimetría,2,0
asimetrías,1,0
asimilar,3,0
asimismo,1,1
asimov,1,0
asintió,1,0
asiste,2,0
asisten,1,0
asistencia,0,2
asistentes,1,0
asistido,1,0
asistiendo,1,1
asistieron,4,1
asistimos,0,1
asistir,2,1
asistí,1,0
asistíamos,1,0
asistían,1,1
asistís,1,0
asocia,2,1
asociaba,1,0
asociaciones,2,1
asociación,8,15
asociada,1,1
asociadas,0,1
asociado,1,0
asociados,0,3
asocian,1,0
asociando,1,0
asociar,4,2
asociarse,1,1
asocien,1,0
asocio,1,0
asocié,1,0
asoció,1,1
asolados,1,0
asoló,1,0
asomaban,1,0
asomado,1,0
asomando,3,0
asomar,2,0
asomaría,1,0
asombra,2,1
asombraba,1,0
asombrado,2,0
asombraron,1,1
asombro,6,0
asombros,2,0
asombrosa,0,5
asombroso,3,1
aspaviento,0,1
aspecto,11,9
aspectos,5,7
asperezas,1,1
aspira,2,4
aspiraba,1,0
aspiraciones,1,0
aspiración,2,2
aspiramos,1,2
aspiran,3,0
aspirante,4,0
aspirantes,6,1
aspirar,1,0
aspirina,1,0
aspiro,0,1
aspiré,1,0
asqueada,1,0
asquerosamente,1,0
astas,1,0
astillero,1,0
astoria,0,3
astro,0,2
astronauta,1,0
asturias,0,1
astuto,0,1
asuma,0,2
asumamos,0,1
asuman,1,1
asume,3,1
asumido,3,1
asumidos,0,1
asumieron,0,1
asumir,4,4
asumirlo,0,1
asumió,25,3
asumo,2,0
asumía,4,0
asumían,1,0
asunción,11,3
asuntgo,1,0
asunto,4,9
asuntos,16,5
asusta,2,0
asustada,1,0
asustados,2,0
asustan,1,1
asustar,0,2
asustarla,1,0
asustó,2,0
así,184,81
asís,0,1
at,0,1
ataca,1,3
atacaba,1,0
atacada,1,0
atacado,0,1
atacan,4,1
atacando,2,0
atacantes,1,0
atacar,5,5
atacarlos,0,2
atacaron,0,1
atacó,3,0
atada,1,1
atadas,1,0
atado,2,0
atados,1,0
ataja,1,0
atajadas,1,0
atajando,0,1
atajo,1,0
atajándose,1,0
atando,1,0
ataque,14,9
ataquen,1,0
ataques,6,8
atardecer,0,1
atavismo,1,0
atavío,1,0
ate,2,0
atemoriza,0,1
atemperó,1,0
atenazada,1,0
atencion,1,0
atención,24,24
atender,4,5
atendible,0,1
atendibles,0,1
atendido,0,1
atendidos,1,0
atendiendo,1,1
atendió,0,1
ateneo,15,0
atenernos,0,1
atentaba,1,0
atentado,2,2
atentados,6,7
atentamente,2,0
atento,0,1
atentos,1,5
atenuar,0,1
aterra,0,1
aterrados,2,0
aterrizara,1,0
aterrorizadas,1,0
atesorarlos,1,0
atestada,2,0
atestando,1,0
atiende,6,0
atienden,0,1
atina,1,0
atinar,1,0
atinentes,0,1
atisbo,1,0
atletas,1,0
atlántida,1,0
atmósfera,1,0
atomizado,0,1
atomística,4,0
atontada,4,0
atontadas,2,0
atosigarla,2,0
atractiva,11,0
atractivo,1,3
atrae,2,0
atraen,2,0
atraer,1,0
atragantado,1,0
atrajo,1,0
atrapado,1,2
atrapados,1,0
atrapan,1,0
atrapante,0,1
atrapara,1,0
atrasa,0,1
atrasados,1,0
atraso,2,1
atravesada,1,0
atravesado,3,0
atravesados,1,1
atravesamos,3,0
atravesando,1,1
atravesar,6,3
atravesemos,1,0
atravesó,1,0
atraviesa,2,2
atraviesan,1,1
atraía,1,0
atraían,1,0
atreva,0,1
atrevan,0,2
atreve,0,2
atreven,3,1
atrevernos,1,0
atreverán,0,1
atrevi,1,0
atrevido,0,1
atreviera,0,1
atrevieron,0,2
atrevimiento,1,0
atrevió,0,2
atrevo,0,1
atribuciones,1,1
atribuirle,1,0
atribuirnos,1,0
atribulada,1,0
atribulados,1,0
atributo,2,0
atributos,7,1
atribuye,1,0
atribuyó,0,2
atribuírselo,1,0
atribuís,0,1
atriles,1,0
atroces,0,1
atronadores,1,0
atronar,1,0
atropellados,1,0
atropellan,0,1
atropello,4,1
atropellos,0,2
atroz,2,0
atrás,21,15
atrófica,1,0
attorney,0,1
atulp,1,0
atávico,2,0
atípica,2,0
atónito,3,0
audaces,1,0
audacia,3,1
audaz,2,0
audiencia,4,23
audiencias,1,8
audio,1,1
audiovisual,4,1
audiovisuales,5,1
auditados,0,1
auditor,0,1
auditores,0,1
auditoria,0,1
auditorio,3,1
auditoría,1,3
aufranc,1,0
augura,0,2
auguran,0,1
augusto,2,1
augústulo,1,0
auh,10,0
aula,9,0
aulas,3,0
aullidos,1,0
aumenta,3,6
aumentada,2,0
aumentado,1,2
aumentan,1,2
aumentar,3,8
aumentara,0,1
aumentaría,2,0
aumente,0,3
aumento,4,32
aumentos,2,7
aumentó,1,1
aun,13,17
aunaran,1,0
aunque,99,38
auqnue,1,0
aura,2,0
auschwitz,1,0
ausencia,15,5
ausencias,0,1
ausenta,1,1
ausente,8,2
ausentes,1,2
auspiciada,0,1
auspiciado,2,0
auspician,1,0
auspicio,1,0
austeridad,0,1
austero,1,0
austral,2,10
australia,1,0
australiana,1,0
autgo,1,0
auto,18,5
autoabastecernos,0,1
autoabasteciendo,0,1
autoabastecíamos,0,1
autoafirmación,1,0
autoafirmándose,1,0
autocelebra,1,0
autocensura,0,1
autocompasion,1,0
autoconvencerse,1,0
autoconvocados,1,0
autocrítica,3,3
autodefiniciones,1,0
autodenominada,1,0
autodestructiva,0,1
autodestructivo,0,1
autodetermina,1,0
autodiplomado,1,0
autoencarcelaron,0,1
autoengaño,1,0
autoestima,2,2
autoexaminarse,1,0
autoexigencia,2,0
autoexigente,1,0
autogobernarse,1,0
autogolpe,0,2
autoimportancia,0,1
autoimposición,2,0
autoimpuesto,1,0
autoincriminarse,1,0
autojuzgarse,1,0
automotriz,0,5
automovil,1,0
automática,0,5
automáticamente,2,1
automático,1,0
automóvil,3,1
autonomía,4,0
autopercepciones,1,0
autopista,1,1
autopistas,0,1
autoprorrogara,1,0
autopsia,1,0
autor,17,15
autora,1,3
autoreferencia,0,2
autores,5,1
autoridad,4,10
autoridades,4,13
autoritaria,3,3
autoritariamente,0,1
autoritarias,1,0
autoritario,1,3
autoritarios,0,1
autoritariosmo,0,1
autoritarismo,4,3
autoritarismos,0,1
autoriza,1,1
autorizaciones,0,1
autorización,2,2
autorizada,0,2
autorizado,1,0
autorizar,0,3
autorreferencial,1,0
autoría,1,0
autos,9,9
autosostiene,3,0
autosugestión,0,1
autovictimizante,1,0
autárquico,1,0
auténtica,1,0
auténtico,2,2
autómatas,0,1
autónoma,3,0
autónomas,0,2
autónomo,2,1
auxiliar,0,1
auxiliarlos,0,1
auxilio,0,1
aval,3,0
avala,0,1
avalaba,1,1
avalaban,0,1
avalada,0,1
avalado,1,2
avalando,1,0
avalar,1,0
avaló,2,1
avance,3,8
avances,4,3
avanza,0,3
avanzaba,0,2
avanzada,1,2
avanzado,5,7
avanzamos,1,0
avanzan,1,0
avanzando,4,2
avanzar,9,9
avanzaron,0,1
avanzaría,1,0
avanzó,3,3
avaricia,0,2
avaro,1,0
avasallante,1,0
avatares,0,1
avengan,0,1
avenida,1,0
avenidas,0,1
aventura,2,1
aventurado,0,2
aventurar,1,0
aventuras,0,1
aventuró,1,0
averiguación,0,1
averigualo,1,0
averiguar,1,2
averiguarlo,1,0
averigüé,1,0
averno,0,1
aversión,2,0
aves,1,1
aviación,1,0
avidez,1,0
aviesa,1,0
avioncitos,1,0
aviones,4,1
avioneta,1,0
avis,0,1
avisadores,1,0
avisan,2,0
avisar,5,0
avisarle,1,0
avisaron,1,1
aviso,3,0
avisos,2,0
avispero,1,0
avistaría,1,0
avisé,2,1
avisó,1,1
aviv,1,0
avivados,1,0
avizora,1,0
avión,7,5
axel,4,13
ay,3,0
ayacucho,2,0
ayala,1,0
ayer,23,21
aylwin,1,0
ayman,1,0
ayuda,10,15
ayudado,2,0
ayudan,0,3
ayudante,2,0
ayudantes,1,0
ayudar,5,8
ayudaran,1,0
ayudarla,1,1
ayudarlo,1,0
ayudarme,1,0
ayudarnos,2,0
ayudaron,1,4
ayude,0,1
ayuden,1,1
ayudo,1,0
ayudé,0,1
ayudó,2,1
azar,2,1
azaroso,1,0
azorados,1,0
azoramiento,1,0
azoro,0,2
azul,11,2
azules,8,1
azurduy,1,4
azuzada,2,0
aéreo,1,0
añadir,2,0
añadió,3,1
añado,0,1
añicos,0,1
año,82,89
añorado,1,0
añoran,0,1
añoranzas,1,0
añorara,1,0
años,301,165
aún,28,27
babel,0,2
bacanal,1,0
bacci,1,0
bache,1,1
bachelet,4,2
baches,1,0
bachiller,1,0
bacigalupo,0,1
bacileff,1,0
baez,0,1
bafici,0,1
bagallo,1,0
bagayo,3,0
baglini,1,0
bah,1,0
bahía,1,0
baila,0,1
bailaba,1,0
baile,1,0
baja,9,7
bajaba,3,1
bajaban,1,0
bajada,4,0
bajado,3,2
bajamos,3,0
bajan,2,1
bajando,1,3
bajar,10,12
bajara,0,1
bajarlas,0,2
bajarle,0,3
bajarnos,1,0
bajaron,3,2
bajaría,0,2
bajas,2,2
baje,2,2
bajen,0,1
bajeza,1,0
bajezas,2,0
bajo,50,29
bajos,2,1
bajé,2,0
bajísimos,0,1
bajó,9,8
bala,2,1
balada,1,0
balance,2,5
balances,0,2
balanza,0,1
balas,5,4
balazo,1,0
balazos,1,0
balbín,6,1
balcanización,2,0
balcones,2,0
balcón,6,1
baldazo,0,1
balde,1,0
baldío,0,1
balearon,1,0
ballestero,0,1
ballottage,2,3
baluartes,1,0
banal,0,1
banalidad,2,0
banaliza,1,0
banalización,1,0
bananera,2,0
banca,11,0
bancaba,1,0
bancadas,1,0
bancalari,2,0
bancamos,2,0
bancando,0,2
bancar,1,2
bancarias,0,3
bancarlo,0,1
bancaron,0,1
bancarrota,0,1
bancas,1,0
banco,9,34
bancos,2,12
banda,11,10
bandas,2,0
bandeja,1,0
bandejas,1,0
bandera,15,0
banderas,9,4
banderitas,1,0
banderolas,1,0
banderías,1,0
bando,2,1
bandos,4,1
banelco,1,0
bank,0,1
banquero,0,1
banqueros,0,2
banqueta,1,0
bapro,0,2
bar,5,2
barack,0,6
barajando,0,1
barata,2,1
barato,1,3
baratos,1,3
barañao,0,1
barba,14,5
barbaridad,1,2
barbaridades,0,1
barbarie,1,0
barbas,0,1
barbudos,2,0
barcas,1,0
barcelona,1,0
barcesat,6,1
barco,4,0
barcos,0,3
bares,4,1
bariloche,2,0
barone,6,0
barones,0,2
barra,1,3
barrabravas,0,2
barragán,1,0
barrancos,1,0
barras,6,4
barreiro,1,0
barreiros,2,0
barrer,1,0
barrera,2,0
barreras,1,0
barriales,1,0
barricadas,1,0
barridas,1,0
barrio,24,5
barrionuevismo,1,0
barrionuevistas,1,0
barrionuevo,34,0
barrios,10,2
barro,1,3
barrocos,1,0
barón,0,1
basa,1,0
basaban,1,0
basada,3,2
basadas,1,1
basado,5,4
basan,2,0
basante,0,1
basaron,1,1
baschetti,1,0
base,23,6
bases,7,3
basilio,1,0
basta,7,3
bastaba,1,0
bastado,1,0
bastante,20,14
bastantes,2,0
bastaron,0,1
bastará,1,0
bastaría,3,0
bastiones,1,0
bastión,0,1
basto,1,0
bastó,1,0
bastón,3,0
basura,13,3
basural,1,0
basándose,1,0
basás,1,0
basílica,0,1
basó,1,1
bataille,1,0
batalla,9,10
batallas,2,0
batayón,0,1
bate,1,1
batería,3,0
batido,1,0
batiendo,0,1
batiente,0,1
batir,0,1
batman,5,0
battista,1,0
batuta,2,0
baudelaire,4,0
baudeleriano,1,0
baudrillard,1,0
bauer,0,3
bauman,1,0
bautismo,2,1
bautiza,0,1
bautizar,0,1
bayaspirinas,1,0
bayer,5,2
bazar,1,0
bazán,1,0
baña,1,0
bañado,1,1
bañan,1,0
baño,8,1
baños,1,0
bcra,0,2
beatriz,8,4
beba,3,0
bebe,2,0
beben,1,0
beber,1,0
bebidas,1,0
bebitos,2,0
bebió,0,1
bebé,8,0
becado,0,1
becarios,1,0
becas,1,0
becerra,0,1
bein,0,1
belgrano,5,1
beligerantes,1,0
bell,13,0
bella,4,0
bellas,1,0
belleza,8,0
bellone,0,1
beltrán,0,1
belén,2,0
ben,0,1
benavente,1,0
bendecirá,0,1
bendición,0,2
bendijo,0,1
bendini,2,0
bendita,1,0
bendito,1,0
benedetti,1,0
benedicto,1,0
beneficia,0,3
beneficiado,0,1
beneficiados,1,1
benefician,1,4
beneficiando,2,0
beneficiar,0,1
beneficiarios,3,0
beneficiarlo,0,1
beneficiarme,1,0
beneficie,1,0
beneficien,0,1
beneficio,1,4
beneficios,2,3
beneficioso,0,1
bengala,2,0
benigna,0,1
benigno,3,0
benita,1,0
berarse,1,0
berazategui,1,1
berenjenal,0,1
bergman,4,1
bergoglio,2,6
berisso,2,0
berlin,0,1
berlusconi,0,2
berlín,4,1
bermejo,0,1
bernardo,1,1
bernetti,5,0
berni,1,11
berry,1,0
besa,1,0
besaron,1,0
besaste,1,0
bescam,1,0
beso,7,0
bessone,5,0
best,2,0
betty,0,4
bevacqua,0,5
biblioteca,5,0
biblos,1,0
bic,4,0
bicameral,4,0
bicentenario,16,0
bicicleta,0,1
bicicletas,1,0
bidegain,2,0
bidone,0,2
bidones,1,0
bielorrusia,0,1
bien,166,78
bienes,2,5
bienestar,5,4
bienhechora,1,0
bienvenida,1,1
bienvenido,0,2
bienvenidos,2,0
bifurca,0,1
bifurcan,0,1
bifurcando,1,0
bifurcaron,2,0
bigelow,1,0
bignone,1,0
bigote,1,0
bigotes,1,2
bilateral,1,0
bilaterales,1,0
billete,0,1
billetera,0,1
billetes,1,6
billones,1,0
bina,0,3
binaria,1,0
binario,10,0
binarismo,1,0
bingos,0,1
binner,4,8
binomio,0,1
biodiversidad,1,0
biografía,1,0
biografías,1,0
biolcatti,1,0
biológica,0,1
biológico,1,0
bipolar,3,0
bird,2,0
birome,2,0
bis,2,0
bisabuelos,0,1
bisagra,8,0
biscay,0,1
bisturí,1,0
biz,1,0
bizarra,0,2
bizcacho,2,0
bizcochitos,1,0
black,1,0
blackberry,1,0
blanca,11,1
blancanieves,0,1
blancas,2,0
blanco,24,8
blancos,4,4
blanda,1,0
blanquear,2,1
blanqueo,0,6
blanquísima,1,0
blasfeman,0,1
blasfemia,1,0
blejer,0,1
blindaba,0,1
blindada,0,1
blindado,2,0
blindaje,0,2
blindarlo,1,0
blister,2,0
blog,3,2
blogueros,1,1
blogósfera,4,0
bloque,18,8
bloquearán,0,1
bloqueo,1,1
bloqueos,1,0
